selling_price,km_driven,fuel,seller_type,transmission,owner,Age,price_age,price_km
80000,150000,Diesel,Individual,Manual,Third Owner,12,179747.4918,286500
950000,17000,Diesel,Individual,Manual,First Owner,1,870222.1961,1082285.714
425000,150000,Diesel,Individual,Manual,First Owner,6,518887.0548,286500
500000,80000,Diesel,Individual,Manual,First Owner,5,507648.5144,354072.418
70000,170000,Petrol,Individual,Manual,Third Owner,15,114381.1897,334500
349000,120000,Diesel,Individual,Manual,First Owner,7,441215.578,290779.5484
330000,90000,Petrol,Individual,Manual,Third Owner,8,383616.7757,316149.6369
120000,90000,Petrol,Individual,Manual,Third Owner,10,278209.7113,316149.6369
430000,100000,Diesel,Individual,Manual,Second Owner,7,441215.578,367524.4406
390000,90000,Diesel,Individual,Manual,First Owner,6,518887.0548,316149.6369
225000,129000,Diesel,Individual,Manual,First Owner,8,383616.7757,225000
350000,186000,Diesel,Individual,Automatic,Second Owner,10,278209.7113,433333.3333
100000,66778,Diesel,Individual,Manual,First Owner,11,242653.8077,100000
190000,50000,Petrol,Individual,Manual,First Owner,6,518887.0548,420457.8193
315000,110000,Diesel,Individual,Manual,Second Owner,6,518887.0548,350386.099
300000,60000,Diesel,Individual,Manual,Second Owner,5,507648.5144,376801.0833
280000,40000,Petrol,Individual,Manual,First Owner,4,643706.7143,495938.855
539000,10000,Petrol,Individual,Manual,First Owner,2,823822.0285,782431.3529
420000,50000,Petrol,Individual,Manual,First Owner,3,736892.2615,420457.8193
85000,70000,Petrol,Individual,Manual,Third Owner,19,110666.6,362279.1472
180000,76000,Petrol,Individual,Manual,Second Owner,6,518887.0548,298571.4286
400000,120000,Diesel,Individual,Manual,Second Owner,6,518887.0548,290779.5484
360000,170000,Diesel,Individual,Automatic,Third Owner,11,242653.8077,334500
85000,110000,Petrol,Individual,Manual,Second Owner,17,78315.78947,350386.099
350000,63400,Petrol,Individual,Manual,First Owner,4,643706.7143,350000
380000,25000,Petrol,Individual,Manual,First Owner,5,507648.5144,546884.9375
140000,80000,Petrol,Individual,Manual,Third Owner,11,242653.8077,354072.418
200000,90000,Petrol,Individual,Manual,First Owner,8,383616.7757,316149.6369
150000,157000,Petrol,Individual,Manual,First Owner,9,298903.3151,329999.5
300000,100000,Diesel,Individual,Manual,Second Owner,13,165466.0097,367524.4406
280000,50000,Petrol,Individual,Manual,First Owner,3,736892.2615,420457.8193
200000,40000,Petrol,Individual,Manual,First Owner,9,298903.3151,495938.855
110000,38500,Petrol,Individual,Manual,Second Owner,11,242653.8077,318333.3333
140000,103921,Petrol,Individual,Manual,Second Owner,12,179747.4918,140000
1150000,14825,Petrol,Dealer,Manual,First Owner,2,823822.0285,1150000
910000,43377,Diesel,Dealer,Manual,First Owner,4,643706.7143,910000
160000,102307,Diesel,Dealer,Manual,First Owner,10,278209.7113,160000
105000,79000,Petrol,Individual,Manual,Second Owner,16,125530.303,127500
225000,80000,Diesel,Individual,Manual,First Owner,7,441215.578,354072.418
145000,100000,Petrol,Individual,Manual,First Owner,18,88571.42857,367524.4406
930000,20000,Diesel,Individual,Manual,First Owner,2,823822.0285,660733.2933
110000,154000,Diesel,Individual,Manual,Third Owner,12,179747.4918,305000
650000,40000,Diesel,Individual,Manual,First Owner,3,736892.2615,495938.855
550000,51000,Petrol,Individual,Manual,First Owner,1,870222.1961,474200
85000,120000,Petrol,Individual,Manual,Second Owner,12,179747.4918,290779.5484
509999,35000,Petrol,Individual,Manual,First Owner,4,643706.7143,618923.9873
650000,70000,Diesel,Individual,Manual,First Owner,3,736892.2615,362279.1472
140000,60000,Petrol,Individual,Manual,Second Owner,9,298903.3151,376801.0833
150000,70000,Petrol,Individual,Manual,First Owner,9,298903.3151,362279.1472
450000,10000,Petrol,Individual,Manual,Second Owner,2,823822.0285,782431.3529
400000,60000,Petrol,Individual,Manual,First Owner,3,736892.2615,376801.0833
250000,8000,Petrol,Individual,Manual,First Owner,8,383616.7757,625250
500000,10000,Petrol,Individual,Manual,First Owner,1,870222.1961,782431.3529
85000,100000,Diesel,Individual,Manual,Third Owner,18,88571.42857,367524.4406
300000,110000,Diesel,Individual,Manual,First Owner,8,383616.7757,350386.099
740000,45000,Diesel,Dealer,Automatic,First Owner,5,507648.5144,402157.7368
70000,68500,Petrol,Dealer,Manual,First Owner,15,114381.1897,70000
484999,5007,Petrol,Dealer,Automatic,First Owner,1,870222.1961,484999
164000,30000,Petrol,Individual,Manual,First Owner,7,441215.578,616484.1474
140000,70000,Petrol,Individual,Automatic,First Owner,12,179747.4918,362279.1472
999000,49600,Diesel,Dealer,Automatic,First Owner,9,298903.3151,999000
56000,23000,Petrol,Individual,Manual,Second Owner,15,114381.1897,512333.3333
1050000,30000,Diesel,Dealer,Automatic,First Owner,14,153494.2184,616484.1474
190000,38000,Petrol,Dealer,Manual,First Owner,10,278209.7113,415066.6
3899000,22000,Diesel,Dealer,Automatic,First Owner,2,823822.0285,1115454.545
235000,43100,Petrol,Dealer,Manual,First Owner,9,298903.3151,235000
350000,10171,Petrol,Dealer,Manual,First Owner,3,736892.2615,350000
465000,41123,Diesel,Dealer,Manual,First Owner,5,507648.5144,465000
1900000,20118,Petrol,Dealer,Automatic,First Owner,3,736892.2615,1900000
450000,40000,Diesel,Dealer,Manual,First Owner,6,518887.0548,495938.855
790000,52517,Diesel,Dealer,Manual,First Owner,5,507648.5144,790000
900000,20000,Diesel,Individual,Manual,First Owner,1,870222.1961,660733.2933
450000,99117,Diesel,Dealer,Manual,First Owner,6,518887.0548,450000
135000,90000,Petrol,Individual,Manual,First Owner,11,242653.8077,316149.6369
425000,3700,Petrol,Individual,Manual,First Owner,1,870222.1961,425000
100000,80000,Diesel,Individual,Manual,First Owner,10,278209.7113,354072.418
650000,100000,Diesel,Individual,Manual,Second Owner,5,507648.5144,367524.4406
90000,54000,Diesel,Individual,Manual,First Owner,9,298903.3151,301083.3333
250000,19000,Petrol,Individual,Manual,First Owner,3,736892.2615,399625
300000,120000,Diesel,Individual,Manual,First Owner,6,518887.0548,290779.5484
275000,30000,Petrol,Individual,Manual,First Owner,6,518887.0548,616484.1474
600000,43500,Petrol,Individual,Manual,First Owner,3,736892.2615,600000
270000,60000,Petrol,Individual,Manual,Second Owner,4,643706.7143,376801.0833
350000,20000,Petrol,Individual,Manual,First Owner,4,643706.7143,660733.2933
65000,60000,Petrol,Dealer,Manual,Third Owner,22,223500,376801.0833
650000,58000,Diesel,Individual,Manual,First Owner,5,507648.5144,510444.3889
350000,40000,Petrol,Dealer,Manual,First Owner,6,518887.0548,495938.855
75000,70000,Petrol,Individual,Manual,Second Owner,15,114381.1897,362279.1472
440000,70000,Diesel,Dealer,Manual,First Owner,8,383616.7757,362279.1472
270000,60000,Petrol,Individual,Manual,First Owner,7,441215.578,376801.0833
1150000,135000,Diesel,Dealer,Manual,First Owner,6,518887.0548,598888.8889
238000,70000,Petrol,Dealer,Manual,First Owner,5,507648.5144,362279.1472
1100000,40000,Petrol,Individual,Automatic,Second Owner,7,441215.578,495938.855
1200000,75000,Diesel,Dealer,Manual,Second Owner,5,507648.5144,558399.88
260000,150000,Diesel,Individual,Manual,First Owner,10,278209.7113,286500
350000,140000,Diesel,Individual,Manual,Third Owner,8,383616.7757,338269
480000,70000,Diesel,Individual,Manual,First Owner,5,507648.5144,362279.1472
345000,137250,Diesel,Individual,Manual,Second Owner,8,383616.7757,345000
500000,110000,Diesel,Individual,Manual,Second Owner,7,441215.578,350386.099
595000,27000,Petrol,Dealer,Manual,First Owner,3,736892.2615,527000
1295000,9000,Diesel,Dealer,Manual,First Owner,1,870222.1961,934999.6667
515000,16000,Petrol,Dealer,Manual,First Owner,2,823822.0285,491000
325000,47000,Diesel,Dealer,Manual,First Owner,8,383616.7757,837499.9
925000,22000,Petrol,Individual,Manual,First Owner,2,823822.0285,1115454.545
844999,30000,Petrol,Individual,Manual,First Owner,3,736892.2615,616484.1474
925000,20000,Petrol,Individual,Manual,First Owner,2,823822.0285,660733.2933
650000,75000,Petrol,Individual,Manual,Second Owner,12,179747.4918,558399.88
175000,64000,Petrol,Dealer,Manual,First Owner,10,278209.7113,670750
325000,80000,Diesel,Individual,Manual,First Owner,5,507648.5144,354072.418
700000,30000,Petrol,Individual,Manual,First Owner,2,823822.0285,616484.1474
95000,120000,Petrol,Individual,Automatic,Second Owner,17,78315.78947,290779.5484
490000,20000,Petrol,Dealer,Manual,First Owner,1,870222.1961,660733.2933
380000,100000,Diesel,Individual,Manual,First Owner,7,441215.578,367524.4406
550000,31000,Petrol,Dealer,Manual,First Owner,2,823822.0285,600000
225000,47000,Petrol,Dealer,Manual,First Owner,7,441215.578,837499.9
570000,11200,Petrol,Individual,Manual,First Owner,2,823822.0285,570000
305000,35000,Petrol,Dealer,Manual,First Owner,2,823822.0285,618923.9873
700000,55000,Diesel,Dealer,Manual,First Owner,5,507648.5144,482454.5455
288000,20000,Petrol,Dealer,Manual,First Owner,2,823822.0285,660733.2933
800000,75000,Diesel,Dealer,Manual,First Owner,3,736892.2615,558399.88
430000,93000,Petrol,Dealer,Manual,First Owner,3,736892.2615,565000
195000,57000,Diesel,Dealer,Manual,Second Owner,11,242653.8077,688285.7143
325000,30000,Petrol,Dealer,Manual,First Owner,6,518887.0548,616484.1474
450000,73000,Diesel,Dealer,Manual,First Owner,7,441215.578,517777.6667
630000,65000,Diesel,Dealer,Manual,First Owner,4,643706.7143,448999.875
250000,62000,Petrol,Dealer,Manual,Second Owner,11,242653.8077,233749.75
135000,85000,Petrol,Dealer,Manual,First Owner,13,165466.0097,378599.9
110000,73000,Petrol,Individual,Manual,First Owner,10,278209.7113,517777.6667
350000,55000,Diesel,Dealer,Manual,First Owner,8,383616.7757,482454.5455
240000,5800,Petrol,Individual,Manual,Second Owner,4,643706.7143,240000
350000,350000,Diesel,Individual,Manual,First Owner,11,242653.8077,315000
600000,30000,Petrol,Individual,Manual,First Owner,2,823822.0285,616484.1474
750000,20000,Diesel,Individual,Manual,First Owner,2,823822.0285,660733.2933
90000,100000,Petrol,Individual,Manual,Second Owner,13,165466.0097,367524.4406
350000,65000,Petrol,Individual,Manual,First Owner,7,441215.578,448999.875
285000,90000,Diesel,Individual,Manual,Second Owner,7,441215.578,316149.6369
665000,267000,Diesel,Individual,Manual,Second Owner,9,298903.3151,665000
175000,250000,Diesel,Individual,Manual,Second Owner,15,114381.1897,385000
350000,140000,Diesel,Individual,Manual,Second Owner,9,298903.3151,338269
1225000,22000,Petrol,Dealer,Automatic,First Owner,2,823822.0285,1115454.545
285000,60000,Petrol,Dealer,Manual,Second Owner,10,278209.7113,376801.0833
1000000,28635,Petrol,Dealer,Manual,First Owner,2,823822.0285,1000000
780000,32114,Diesel,Dealer,Manual,First Owner,2,823822.0285,780000
300000,82000,Petrol,Dealer,Manual,Second Owner,6,518887.0548,435000
160000,95149,Petrol,Dealer,Manual,Second Owner,14,153494.2184,160000
625000,68458,Petrol,Dealer,Manual,First Owner,2,823822.0285,625000
265000,42000,Petrol,Individual,Manual,First Owner,10,278209.7113,415999.9286
515000,90000,Diesel,Individual,Manual,Second Owner,6,518887.0548,316149.6369
650000,100000,Diesel,Individual,Manual,First Owner,4,643706.7143,367524.4406
650000,80000,Diesel,Individual,Manual,First Owner,3,736892.2615,354072.418
150000,105546,Petrol,Individual,Manual,First Owner,10,278209.7113,150000
500000,10000,Petrol,Individual,Manual,First Owner,2,823822.0285,782431.3529
1000000,80000,Diesel,Individual,Manual,Second Owner,8,383616.7757,354072.418
340000,35000,Petrol,Individual,Manual,First Owner,7,441215.578,618923.9873
1010000,120000,Diesel,Individual,Manual,First Owner,7,441215.578,290779.5484
350000,120000,Diesel,Individual,Manual,Third Owner,9,298903.3151,290779.5484
595000,70000,Diesel,Individual,Manual,First Owner,4,643706.7143,362279.1472
700000,130000,Diesel,Individual,Manual,Third Owner,6,518887.0548,456000
265000,40000,Petrol,Individual,Manual,First Owner,1,870222.1961,495938.855
320000,60000,Petrol,Individual,Manual,Second Owner,5,507648.5144,376801.0833
310000,110000,Petrol,Individual,Manual,First Owner,9,298903.3151,350386.099
700000,130000,Diesel,Individual,Manual,First Owner,6,518887.0548,456000
130000,80000,Petrol,Individual,Manual,Second Owner,11,242653.8077,354072.418
150000,120000,Diesel,Individual,Manual,Second Owner,11,242653.8077,290779.5484
300000,104000,Diesel,Individual,Manual,Second Owner,5,507648.5144,360000
150000,100000,Petrol,Individual,Manual,Second Owner,9,298903.3151,367524.4406
120000,132343,Petrol,Individual,Manual,Second Owner,17,78315.78947,120000
950000,90000,Diesel,Individual,Manual,Second Owner,4,643706.7143,316149.6369
100000,60000,Petrol,Individual,Manual,Second Owner,13,165466.0097,376801.0833
450000,76000,Diesel,Individual,Manual,First Owner,5,507648.5144,298571.4286
30000,60000,Petrol,Individual,Manual,Third Owner,16,125530.303,376801.0833
200000,30000,Petrol,Individual,Manual,Second Owner,11,242653.8077,616484.1474
250000,96000,Diesel,Individual,Manual,Second Owner,10,278209.7113,211250
280000,26134,Petrol,Dealer,Manual,First Owner,5,507648.5144,280000
260000,52895,Diesel,Dealer,Manual,First Owner,9,298903.3151,260000
550000,42324,Diesel,Dealer,Manual,Second Owner,7,441215.578,550000
1044999,65000,Diesel,Dealer,Manual,First Owner,4,643706.7143,448999.875
550000,60236,Diesel,Dealer,Manual,First Owner,8,383616.7757,550000
210000,70000,Petrol,Individual,Manual,Second Owner,6,518887.0548,362279.1472
210000,70000,Petrol,Individual,Manual,Third Owner,6,518887.0548,362279.1472
290000,100000,Diesel,Individual,Manual,Second Owner,11,242653.8077,367524.4406
250999,110000,Diesel,Individual,Manual,First Owner,12,179747.4918,350386.099
600000,10300,Petrol,Individual,Manual,First Owner,1,870222.1961,600000
270000,120000,Diesel,Individual,Manual,Second Owner,6,518887.0548,290779.5484
550000,142000,Diesel,Individual,Manual,First Owner,8,383616.7757,550000
800000,25000,Diesel,Individual,Manual,First Owner,3,736892.2615,546884.9375
500000,5000,Petrol,Individual,Manual,First Owner,0,779843.75,753151.4848
396000,28643,Petrol,Dealer,Manual,First Owner,4,643706.7143,396000
600000,50000,Diesel,Individual,Manual,First Owner,6,518887.0548,420457.8193
575000,30000,Petrol,Dealer,Manual,First Owner,1,870222.1961,616484.1474
520000,5000,Petrol,Individual,Manual,First Owner,0,779843.75,753151.4848
1400000,30000,Diesel,Individual,Automatic,First Owner,2,823822.0285,616484.1474
600000,7600,Petrol,Individual,Automatic,First Owner,2,823822.0285,600000
195000,47253,Diesel,Dealer,Manual,First Owner,7,441215.578,195000
281000,4432,Petrol,Dealer,Automatic,Second Owner,5,507648.5144,281000
75000,110000,Petrol,Individual,Manual,Second Owner,10,278209.7113,350386.099
400000,25000,Petrol,Individual,Manual,First Owner,6,518887.0548,546884.9375
93000,70000,Diesel,Individual,Manual,Second Owner,11,242653.8077,362279.1472
560000,68523,Petrol,Dealer,Manual,First Owner,4,643706.7143,560000
400000,5000,Petrol,Individual,Manual,First Owner,1,870222.1961,753151.4848
459999,40000,Petrol,Individual,Manual,First Owner,2,823822.0285,495938.855
450000,43000,Diesel,Individual,Manual,First Owner,3,736892.2615,597142.7143
88000,80251,CNG,Dealer,Manual,Second Owner,10,278209.7113,88000
250000,34500,Petrol,Individual,Manual,Second Owner,10,278209.7113,230000
22000,42743,Petrol,Dealer,Manual,Third Owner,20,76300,22000
130000,93900,Diesel,Individual,Manual,Second Owner,7,441215.578,130000
79000,80000,Petrol,Individual,Manual,First Owner,16,125530.303,354072.418
120000,110000,Diesel,Individual,Manual,First Owner,8,383616.7757,350386.099
1700000,100000,Diesel,Individual,Automatic,Second Owner,9,298903.3151,367524.4406
300000,25000,Diesel,Individual,Manual,First Owner,8,383616.7757,546884.9375
145000,25000,Petrol,Individual,Manual,First Owner,11,242653.8077,546884.9375
3200000,20000,Diesel,Individual,Automatic,First Owner,1,870222.1961,660733.2933
240000,10000,Petrol,Individual,Manual,First Owner,7,441215.578,782431.3529
700000,30000,Diesel,Individual,Manual,First Owner,2,823822.0285,616484.1474
145000,110000,Petrol,Individual,Manual,Second Owner,10,278209.7113,350386.099
535000,80000,Diesel,Individual,Manual,Second Owner,6,518887.0548,354072.418
420000,21000,Petrol,Individual,Manual,First Owner,4,643706.7143,683999.8
550000,32000,Diesel,Individual,Manual,First Owner,5,507648.5144,497000
750000,180000,Diesel,Individual,Manual,First Owner,13,165466.0097,399444.4444
198000,70000,Diesel,Individual,Manual,Second Owner,8,383616.7757,362279.1472
420000,50000,Diesel,Individual,Manual,First Owner,7,441215.578,420457.8193
195000,120000,Diesel,Individual,Manual,First Owner,16,125530.303,290779.5484
150000,55766,Petrol,Individual,Manual,Second Owner,8,383616.7757,150000
275000,40000,Petrol,Individual,Manual,Second Owner,9,298903.3151,495938.855
65000,60000,Petrol,Individual,Manual,Third Owner,19,110666.6,376801.0833
200000,50000,Petrol,Individual,Manual,First Owner,12,179747.4918,420457.8193
250000,110000,Diesel,Individual,Manual,Second Owner,10,278209.7113,350386.099
182000,100000,Diesel,Individual,Manual,First Owner,7,441215.578,367524.4406
85000,86000,Petrol,Individual,Manual,Second Owner,19,110666.6,736250
400000,50000,Diesel,Individual,Manual,First Owner,7,441215.578,420457.8193
650000,20000,Diesel,Individual,Manual,First Owner,3,736892.2615,660733.2933
400000,50000,Petrol,Individual,Manual,First Owner,10,278209.7113,420457.8193
295000,80000,Diesel,Individual,Manual,Second Owner,8,383616.7757,354072.418
110000,120000,Diesel,Individual,Manual,Third Owner,17,78315.78947,290779.5484
550000,113600,Diesel,Individual,Manual,First Owner,5,507648.5144,550000
190000,70000,Petrol,Individual,Manual,Third Owner,12,179747.4918,362279.1472
861999,20000,Diesel,Dealer,Manual,First Owner,2,823822.0285,660733.2933
782000,14000,Petrol,Dealer,Manual,First Owner,2,823822.0285,740428.4286
836000,26000,Diesel,Dealer,Manual,First Owner,2,823822.0285,858714.2857
696000,138925,Petrol,Dealer,Manual,First Owner,4,643706.7143,696000
596000,121764,Diesel,Dealer,Manual,First Owner,4,643706.7143,596000
612000,105429,Petrol,Dealer,Manual,First Owner,4,643706.7143,612000
114999,35000,Petrol,Individual,Manual,First Owner,5,507648.5144,618923.9873
340000,60000,Diesel,Individual,Manual,First Owner,3,736892.2615,376801.0833
550000,5000,Petrol,Individual,Manual,First Owner,0,779843.75,753151.4848
114999,70000,Petrol,Individual,Manual,Third Owner,12,179747.4918,362279.1472
105000,80000,Petrol,Individual,Manual,First Owner,20,76300,354072.418
890000,20000,Diesel,Individual,Manual,First Owner,1,870222.1961,660733.2933
715000,8000,Petrol,Individual,Manual,First Owner,1,870222.1961,625250
525000,54000,Petrol,Dealer,Manual,Second Owner,6,518887.0548,301083.3333
475000,23122,Petrol,Dealer,Manual,Second Owner,6,518887.0548,475000
349000,44500,Diesel,Dealer,Manual,Second Owner,8,383616.7757,599500
825000,13599,Petrol,Dealer,Automatic,First Owner,3,736892.2615,825000
550000,100000,Diesel,Individual,Manual,Second Owner,6,518887.0548,367524.4406
95000,110000,Petrol,Individual,Manual,Third Owner,14,153494.2184,350386.099
725000,90000,Diesel,Individual,Manual,Second Owner,6,518887.0548,316149.6369
670000,17000,Petrol,Individual,Manual,First Owner,1,870222.1961,1082285.714
65000,140000,Petrol,Individual,Manual,First Owner,12,179747.4918,338269
500000,50000,Diesel,Individual,Manual,Second Owner,5,507648.5144,420457.8193
600000,53000,Petrol,Individual,Manual,First Owner,3,736892.2615,762000
350000,70000,Petrol,Individual,Manual,Second Owner,3,736892.2615,362279.1472
150000,80000,Petrol,Individual,Manual,First Owner,8,383616.7757,354072.418
75000,110000,Diesel,Individual,Manual,Second Owner,17,78315.78947,350386.099
350000,90000,Diesel,Individual,Manual,Second Owner,7,441215.578,316149.6369
1700000,15000,Diesel,Individual,Manual,First Owner,2,823822.0285,643275.8276
890000,86000,Diesel,Individual,Automatic,Second Owner,9,298903.3151,736250
500000,120000,Diesel,Individual,Manual,First Owner,6,518887.0548,290779.5484
600000,5200,Petrol,Individual,Manual,First Owner,1,870222.1961,600000
99000,60000,Petrol,Individual,Manual,Second Owner,10,278209.7113,376801.0833
235000,46000,Petrol,Individual,Manual,First Owner,9,298903.3151,536785.7143
75000,40000,Petrol,Individual,Manual,Second Owner,14,153494.2184,495938.855
600000,90000,Diesel,Individual,Manual,Second Owner,6,518887.0548,316149.6369
1000000,25000,Diesel,Individual,Manual,Second Owner,1,870222.1961,546884.9375
390000,90000,Diesel,Individual,Manual,First Owner,8,383616.7757,316149.6369
600000,70000,Diesel,Individual,Manual,First Owner,5,507648.5144,362279.1472
600000,70000,Petrol,Individual,Manual,Second Owner,3,736892.2615,362279.1472
730000,35000,Diesel,Individual,Manual,Second Owner,1,870222.1961,618923.9873
450000,12700,Petrol,Individual,Automatic,First Owner,3,736892.2615,450000
250000,80000,Diesel,Individual,Manual,First Owner,9,298903.3151,354072.418
1400000,20000,Diesel,Individual,Manual,First Owner,2,823822.0285,660733.2933
300000,20000,Petrol,Individual,Manual,First Owner,2,823822.0285,660733.2933
800000,19000,Petrol,Individual,Manual,First Owner,3,736892.2615,399625
125000,95000,Diesel,Individual,Manual,Second Owner,11,242653.8077,393750
295000,90000,Diesel,Individual,Manual,First Owner,8,383616.7757,316149.6369
650000,45839,Petrol,Dealer,Manual,First Owner,7,441215.578,650000
200000,74510,Petrol,Dealer,Manual,First Owner,10,278209.7113,200000
130000,87293,Petrol,Dealer,Manual,First Owner,11,242653.8077,130000
250000,156040,Diesel,Dealer,Manual,First Owner,8,383616.7757,250000
400000,93415,Diesel,Dealer,Manual,First Owner,16,125530.303,400000
430000,101159,Petrol,Dealer,Manual,First Owner,3,736892.2615,430000
170000,80000,Petrol,Individual,Manual,Second Owner,5,507648.5144,354072.418
450000,12000,Petrol,Individual,Manual,First Owner,1,870222.1961,442857.1429
350000,90000,Petrol,Individual,Manual,First Owner,7,441215.578,316149.6369
130000,68519,Petrol,Dealer,Manual,First Owner,9,298903.3151,130000
180000,55130,Diesel,Dealer,Manual,First Owner,8,383616.7757,215000
475000,65239,Petrol,Dealer,Manual,First Owner,6,518887.0548,475000
470000,58182,Petrol,Dealer,Manual,First Owner,5,507648.5144,470000
200000,91245,Diesel,Dealer,Manual,First Owner,8,383616.7757,200000
650000,102989,Diesel,Dealer,Manual,First Owner,7,441215.578,650000
100000,120000,Petrol,Individual,Manual,First Owner,20,76300,290779.5484
409999,90000,Diesel,Individual,Manual,First Owner,6,518887.0548,316149.6369
640000,25000,Diesel,Individual,Manual,First Owner,2,823822.0285,546884.9375
160000,80000,Petrol,Individual,Manual,Second Owner,13,165466.0097,354072.418
750000,70000,Diesel,Individual,Manual,First Owner,2,823822.0285,362279.1472
150000,50000,Diesel,Individual,Manual,Third Owner,18,88571.42857,420457.8193
80000,100000,Petrol,Individual,Manual,Second Owner,12,179747.4918,367524.4406
240000,90000,Diesel,Individual,Manual,Third Owner,4,643706.7143,316149.6369
60000,60000,Petrol,Individual,Manual,Third Owner,15,114381.1897,376801.0833
70000,120000,Petrol,Individual,Manual,Third Owner,13,165466.0097,290779.5484
285000,90000,Diesel,Individual,Automatic,Second Owner,12,179747.4918,316149.6369
350000,60000,Diesel,Individual,Manual,Second Owner,5,507648.5144,376801.0833
699000,30000,Diesel,Individual,Manual,Second Owner,5,507648.5144,616484.1474
275000,108000,Diesel,Individual,Manual,Second Owner,9,298903.3151,275000
350000,160000,Diesel,Individual,Manual,Second Owner,8,383616.7757,446249.9167
135000,90000,Petrol,Individual,Manual,Third Owner,14,153494.2184,316149.6369
325000,120000,Diesel,Individual,Manual,Third Owner,10,278209.7113,290779.5484
650000,102000,Diesel,Individual,Manual,Second Owner,8,383616.7757,265000
300000,178000,Diesel,Individual,Manual,Second Owner,11,242653.8077,300000
1200000,200000,Diesel,Individual,Manual,Second Owner,6,518887.0548,392857.0714
450000,60000,Petrol,Dealer,Manual,First Owner,8,383616.7757,376801.0833
425000,3000,Petrol,Individual,Manual,First Owner,1,870222.1961,915000
150000,75118,Petrol,Individual,Manual,Second Owner,14,153494.2184,150000
290000,140000,Diesel,Individual,Manual,Second Owner,7,441215.578,338269
335000,60000,Petrol,Individual,Manual,Second Owner,6,518887.0548,376801.0833
20000,25000,Petrol,Individual,Manual,Second Owner,15,114381.1897,546884.9375
220000,70000,Diesel,Individual,Manual,Second Owner,8,383616.7757,362279.1472
61000,4637,Petrol,Individual,Manual,Second Owner,15,114381.1897,61000
620000,70000,Diesel,Individual,Manual,First Owner,4,643706.7143,362279.1472
425000,100000,Diesel,Individual,Manual,Second Owner,6,518887.0548,367524.4406
85000,120000,Diesel,Individual,Manual,Second Owner,11,242653.8077,290779.5484
270000,40000,Diesel,Individual,Manual,Second Owner,5,507648.5144,495938.855
180000,220000,Diesel,Individual,Manual,First Owner,11,242653.8077,400000
450000,30000,Petrol,Individual,Manual,First Owner,3,736892.2615,616484.1474
450000,42655,Diesel,Individual,Manual,First Owner,8,383616.7757,450000
250000,43000,Petrol,Individual,Manual,Second Owner,3,736892.2615,597142.7143
725000,70000,Diesel,Individual,Manual,First Owner,8,383616.7757,362279.1472
250000,55000,Petrol,Individual,Manual,First Owner,10,278209.7113,482454.5455
99000,80000,Diesel,Individual,Manual,Second Owner,10,278209.7113,354072.418
350000,55000,Petrol,Individual,Manual,First Owner,3,736892.2615,482454.5455
511000,70000,Petrol,Individual,Manual,First Owner,2,823822.0285,362279.1472
300000,80000,Diesel,Individual,Manual,First Owner,8,383616.7757,354072.418
1100000,110000,Petrol,Individual,Automatic,First Owner,10,278209.7113,350386.099
125000,60000,Petrol,Individual,Manual,Third Owner,10,278209.7113,376801.0833
500000,30000,Petrol,Individual,Manual,First Owner,2,823822.0285,616484.1474
385000,80000,Diesel,Individual,Manual,Second Owner,7,441215.578,354072.418
350000,90000,Petrol,Individual,Manual,First Owner,8,383616.7757,316149.6369
60000,50000,Petrol,Individual,Manual,First Owner,17,78315.78947,420457.8193
400000,70000,Diesel,Individual,Manual,First Owner,8,383616.7757,362279.1472
550000,110000,Diesel,Individual,Manual,First Owner,6,518887.0548,350386.099
300000,80000,Petrol,Individual,Manual,Second Owner,8,383616.7757,354072.418
250000,156000,Diesel,Individual,Manual,First Owner,8,383616.7757,525000
800000,180000,Diesel,Individual,Manual,First Owner,8,383616.7757,399444.4444
300000,25000,Petrol,Individual,Manual,First Owner,2,823822.0285,546884.9375
80000,120000,Petrol,Individual,Manual,First Owner,16,125530.303,290779.5484
1200000,11000,Diesel,Individual,Manual,First Owner,0,779843.75,875000
355000,40000,Petrol,Individual,Automatic,First Owner,3,736892.2615,495938.855
520000,50000,Diesel,Individual,Manual,First Owner,5,507648.5144,420457.8193
500000,26000,Diesel,Individual,Manual,First Owner,8,383616.7757,858714.2857
114999,30000,Petrol,Individual,Manual,First Owner,12,179747.4918,616484.1474
1800000,50000,Diesel,Individual,Manual,First Owner,6,518887.0548,420457.8193
800000,20000,Diesel,Individual,Manual,First Owner,2,823822.0285,660733.2933
105000,30000,Petrol,Individual,Manual,Second Owner,12,179747.4918,616484.1474
135000,78000,Petrol,Individual,Manual,First Owner,9,298903.3151,437500
170000,40000,Petrol,Individual,Manual,Second Owner,9,298903.3151,495938.855
550000,100000,Petrol,Individual,Manual,First Owner,6,518887.0548,367524.4406
250000,70000,Petrol,Individual,Manual,Third Owner,11,242653.8077,362279.1472
650000,30000,Diesel,Individual,Manual,Second Owner,6,518887.0548,616484.1474
210000,77000,Petrol,Individual,Automatic,Third Owner,12,179747.4918,378125
260000,150000,Diesel,Individual,Manual,First Owner,9,298903.3151,286500
750000,69000,Diesel,Individual,Manual,First Owner,4,643706.7143,610333.3333
1350000,120000,Diesel,Individual,Automatic,First Owner,4,643706.7143,290779.5484
